title,genres,language,country,release_year,director,actors,imdb_link,watched_date
Give Me Shelter,Documentary,English,USA,2014,Kristin Rizzo,Esai Morales|Robert Davi|Elaine Hendrix,http://www.imdb.com/title/tt2559658/,2014-04-28
Solitude,Comedy|Horror|Mystery|Thriller,English,USA,2014,Livingston Oden,Susan Chambers|Victoria Lachelle|Ali Daniels,http://www.imdb.com/title/tt3565836/,2014-11-22
H.,Drama|Sci-Fi|Thriller,English,USA,2014,Rania Attieh,Paul Hickert|Robin Bartlett|Rebecca Dayan,http://www.imdb.com/title/tt3666210/,2014-04-21
Butterfly Girl,Documentary,English,USA,2014,Cary Bell,Abigail Evans|Stacie Evans|Emily Gorell,http://www.imdb.com/title/tt2421956/,2014-02-13
The Calling,Thriller,English,USA,2014,Jason Stone,Topher Grace|Ellen Burstyn|Christopher Heyerdahl,http://www.imdb.com/title/tt1666335/,2014-07-11
Perfect Cowboy,Drama,English,USA,2014,Ken Roht,Charla Cochran|Joe Lev|Sienna Beckman,http://www.imdb.com/title/tt3581098/,2014-01-31
Top Spin,Documentary,English,USA,2014,Sara Newens,Ariel Hsing|Xinhua Jiang|Michael Landers,http://www.imdb.com/title/tt4219836/,2014-12-30
An American in Hollywood,Drama,English,USA,2014,Sai Varadan,J.D. Williams|Hassan Johnson|Samantha Esteban,http://www.imdb.com/title/tt2125430/,2014-01-22
The Past is a Grotesque Animal,Biography|Documentary|Music,English,USA,2014,Jason Miller,Jon Brion|Dottie Alexander|David Barnes,http://www.imdb.com/title/tt3072636/,2014-07-05
Happy Christmas,Comedy|Drama,English,USA,2014,Joe Swanberg,Anna Kendrick|Lena Dunham|Mark Webber,http://www.imdb.com/title/tt2955096/,2014-12-30
Tiger Orange,Drama,English,USA,2014,Wade Gasque,Ty Parker|Vincent Duvall|Loanne Bishop,http://www.imdb.com/title/tt2866824/,2014-04-29
The Signal,Sci-Fi|Thriller,English,USA,2014,William Eubank,Lin Shaye|Olivia Cooke|Beau Knapp,http://www.imdb.com/title/tt2910814/,2014-07-23
The Image Revolution,Biography|Documentary,English,USA,2014,Patrick Meaney,Taliesin Jaffe|Greg Aronowitz|Jeff Dowd,http://www.imdb.com/title/tt2294916/,2014-04-09
Dawn of the Crescent Moon,Drama|Sci-Fi|Thriller,English,USA,2014,Kirk Loudon,Barry Corbin|Johnny Walter|Shiree Nelson,http://www.imdb.com/title/tt3157318/,2014-08-10
Sabotage,Action|Crime|Drama|Thriller,English,USA,2014,David Ayer,Mireille Enos|Martin Donovan|Maurice Compte,http://www.imdb.com/title/tt1742334/,2014-01-19
Stories of Our Lives,Drama,Swahili,Kenya,2014,Jim Chuchu,Paul Ogola|Olwenya Maina|Mugambi Nthiga,http://www.imdb.com/title/tt3973612/,2014-07-02
The Lone Ranger,Action|Adventure|Western,English,USA,2013,Gore Verbinski,Johnny Depp|Ruth Wilson|Tom Wilkinson,http://www.imdb.com/title/tt1210819/,2013-07-19
Man of Steel,Action|Adventure|Fantasy|Sci-Fi,English,USA,2013,Zack Snyder,Henry Cavill|Christopher Meloni|Harry Lennix,http://www.imdb.com/title/tt0770828/,2013-01-23
The Hobbit: The Desolation of Smaug,Adventure|Fantasy,English,USA,2013,Peter Jackson,Aidan Turner|Adam Brown|James Nesbitt,http://www.imdb.com/title/tt1170358/,2013-03-08
Iron Man 3,Action|Adventure|Sci-Fi,English,USA,2013,Shane Black,Robert Downey Jr.|Jon Favreau|Don Cheadle,http://www.imdb.com/title/tt1300854/,2013-09-06
Monsters University,Adventure|Animation|Comedy|Family|Fantasy,English,USA,2013,Dan Scanlon,Steve Buscemi|Tyler Labine|Sean Hayes,http://www.imdb.com/title/tt1453405/,2013-07-03
Oz the Great and Powerful,Adventure|Family|Fantasy,English,USA,2013,Sam Raimi,Tim Holmes|Mila Kunis|James Franco,http://www.imdb.com/title/tt1623205/,2013-09-28
World War Z,Action|Adventure|Horror|Sci-Fi|Thriller,English,USA,2013,Marc Forster,Peter Capaldi|Brad Pitt|Mireille Enos,http://www.imdb.com/title/tt0816711/,2013-02-05
Star Trek Into Darkness,Action|Adventure|Sci-Fi,English,USA,2013,J.J. Abrams,Benedict Cumberbatch|Bruce Greenwood|Noel Clarke,http://www.imdb.com/title/tt1408101/,2013-12-25
Jack the Giant Slayer,Adventure|Fantasy,English,USA,2013,Bryan Singer,Eddie Marsan|Ewen Bremner|Ralph Brown,http://www.imdb.com/title/tt1351685/,2013-01-24
The Great Gatsby,Drama|Romance,English,Australia,2013,Baz Luhrmann,Leonardo DiCaprio|Elizabeth Debicki|Steve Bisley,http://www.imdb.com/title/tt1343092/,2013-03-24
Pacific Rim,Action|Adventure|Sci-Fi,English,USA,2013,Guillermo del Toro,Charlie Hunnam|Clifton Collins Jr.|Larry Joe Campbell,http://www.imdb.com/title/tt1663662/,2013-10-19
47 Ronin,Action|Adventure|Drama|Fantasy,English,USA,2013,Carl Rinsch,Keanu Reeves|Cary-Hiroyuki Tagawa|Jin Akanishi,http://www.imdb.com/title/tt1335975/,2013-06-02
Frozen,Adventure|Animation|Comedy|Family|Fantasy|Musical,English,USA,2013,Chris Buck,Josh Gad|Maurice LaMarche|Livvy Stubenrauch,http://www.imdb.com/title/tt2294629/,2013-05-09
Thor: The Dark World,Action|Adventure|Fantasy,English,USA,2013,Alan Taylor,Chris Hemsworth|Natalie Portman|Anthony Hopkins,http://www.imdb.com/title/tt1981115/,2013-07-04
White House Down,Action|Drama|Thriller,English,USA,2013,Roland Emmerich,Channing Tatum|Jake Weber|Matt Craven,http://www.imdb.com/title/tt2334879/,2013-04-04
G.I. Joe: Retaliation,Action|Adventure|Sci-Fi|Thriller,English,USA,2013,Jon M. Chu,Channing Tatum|Dwayne Johnson|Elodie Yung,http://www.imdb.com/title/tt1583421/,2013-10-19
Turbo,Adventure|Animation|Comedy|Family|Sport,English,USA,2013,David Soren,Ryan Reynolds|Snoop Dogg|Ben Schwartz,http://www.imdb.com/title/tt1860353/,2013-08-28
The Hunger Games: Catching Fire,Adventure|Sci-Fi|Thriller,English,USA,2013,Francis Lawrence,Jennifer Lawrence|Josh Hutcherson|Sandra Ellis Lafferty,http://www.imdb.com/title/tt1951264/,2013-01-02
After Earth,Action|Adventure|Sci-Fi,English,USA,2013,M. Night Shyamalan,Will Smith|Zoë Kravitz|Glenn Morshower,http://www.imdb.com/title/tt1815862/,2013-04-24
R.I.P.D.,Action|Comedy|Fantasy,English,USA,2013,Robert Schwentke,Ryan Reynolds|Jeff Bridges|Stephanie Szostak,http://www.imdb.com/title/tt0790736/,2013-09-12
Elysium,Action|Drama|Sci-Fi|Thriller,English,USA,2013,Neill Blomkamp,Matt Damon|Sharlto Copley|Alice Braga,http://www.imdb.com/title/tt1535108/,2013-11-11
Oblivion,Action|Adventure|Mystery|Sci-Fi,English,USA,2013,Joseph Kosinski,Morgan Freeman|Tom Cruise|Zoë Bell,http://www.imdb.com/title/tt1483013/,2013-01-30
The Wolverine,Action|Adventure|Sci-Fi|Thriller,English,USA,2013,James Mangold,Hugh Jackman|Tao Okamoto|Rila Fukushima,http://www.imdb.com/title/tt1430132/,2013-09-15
The Croods,Adventure|Animation|Comedy|Family|Fantasy,English,USA,2013,Kirk De Micco,Ryan Reynolds|Emma Stone|Nicolas Cage,http://www.imdb.com/title/tt0481499/,2013-08-24
Gravity,Adventure|Drama|Sci-Fi|Thriller,English,UK,2013,Alfonso Cuarón,Phaldut Sharma|Basher Savage|Amy Warren,http://www.imdb.com/title/tt1454468/,2013-04-21
The Smurfs 2,Adventure|Animation|Comedy|Family|Fantasy,English,USA,2013,Raja Gosnell,Jacob Tremblay|Nancy O'Dell|Vanessa Matsui,http://www.imdb.com/title/tt2017020/,2013-06-21
Ender's Game,Action|Sci-Fi,English,USA,2013,Gavin Hood,Harrison Ford|Moises Arias|Aramis Knight,http://www.imdb.com/title/tt1731141/,2013-04-13
Epic,Adventure|Animation|Family|Fantasy,English,USA,2013,Chris Wedge,Josh Hutcherson|Emma Kenney|Troy Evans,http://www.imdb.com/title/tt0848537/,2013-08-05
The Wolf of Wall Street,Biography|Comedy|Crime|Drama,English,USA,2013,Martin Scorsese,Leonardo DiCaprio|Matthew McConaughey|Jon Favreau,http://www.imdb.com/title/tt0993846/,2013-05-14
A Good Day to Die Hard,Action|Thriller,English,USA,2013,John Moore,Bruce Willis|Cole Hauser|Megalyn Echikunwoke,http://www.imdb.com/title/tt1606378/,2013-02-18
The Secret Life of Walter Mitty,Adventure|Comedy|Drama|Fantasy|Romance,English,USA,2013,Ben Stiller,Adam Scott|Adrian Martinez|Joey Slotnick,http://www.imdb.com/title/tt0359950/,2013-05-19
Percy Jackson: Sea of Monsters,Adventure|Family|Fantasy,English,USA,2013,Thor Freudenthal,Logan Lerman|Leven Rambin|Brandon T. Jackson,http://www.imdb.com/title/tt1854564/,2013-04-02
RED 2,Action|Comedy|Crime|Thriller,English,USA,2013,Dean Parisot,Bruce Willis|Anthony Hopkins|Garrick Hagon,http://www.imdb.com/title/tt1821694/,2013-11-26
Grown Ups 2,Comedy,English,USA,2013,Dennis Dugan,Steve Buscemi|Adam Sandler|Jon Lovitz,http://www.imdb.com/title/tt2191701/,2013-05-16
Walking with Dinosaurs 3D,Adventure|Animation|Family,English,USA,2013,Barry Cook,Charlie Rowe|Tiya Sircar|Madison Rothschild,http://www.imdb.com/title/tt1762399/,2013-07-02
Cloudy with a Chance of Meatballs 2,Animation|Comedy|Family|Fantasy|Sci-Fi,English,USA,2013,Cody Cameron,Will Forte|Khamani Griffin|Melissa Sturm,http://www.imdb.com/title/tt1985966/,2013-04-27
Despicable Me 2,Animation|Comedy|Family|Sci-Fi,English,USA,2013,Pierre Coffin,Steve Carell|Miranda Cosgrove|Steve Coogan,http://www.imdb.com/title/tt1690953/,2013-06-19
Now You See Me,Crime|Mystery|Thriller,English,USA,2013,Louis Leterrier,Morgan Freeman|Common|Michael Kelly,http://www.imdb.com/title/tt1670345/,2013-06-27
Olympus Has Fallen,Action|Thriller,English,USA,2013,Antoine Fuqua,Gerard Butler|Morgan Freeman|Radha Mitchell,http://www.imdb.com/title/tt2302755/,2013-12-15
Legends of Oz: Dorothy's Return,Adventure|Animation|Family|Fantasy|Musical,English,USA,2013,Will Finn,Lea Michele|Oliver Platt|Jim Belushi,http://www.imdb.com/title/tt0884726/,2013-10-03
Escape Plan,Action|Crime|Mystery|Sci-Fi|Thriller,English,USA,2013,Mikael Håfström,Sylvester Stallone|50 Cent|Matt Gerald,http://www.imdb.com/title/tt1211956/,2013-08-11
2 Guns,Action|Comedy|Crime|Drama|Thriller,English,USA,2013,Baltasar Kormákur,Denzel Washington|Patrick Fischler|Fred Ward,http://www.imdb.com/title/tt1272878/,2013-07-26
Gangster Squad,Action|Crime|Drama|Thriller,English,USA,2013,Ruben Fleischer,Ryan Gosling|Brandon Molale|Wade Williams,http://www.imdb.com/title/tt1321870/,2013-09-16
The Mortal Instruments: City of Bones,Fantasy|Horror|Mystery|Romance,English,USA,2013,Harald Zwart,Aidan Turner|Kevin Zegers|CCH Pounder,http://www.imdb.com/title/tt1538403/,2013-09-10
The Internship,Comedy,English,USA,2013,Shawn Levy,Josh Gad|Jessica Szohr|Rob Riggle,http://www.imdb.com/title/tt2234155/,2013-02-03
Captain Phillips,Biography|Drama|Thriller,English,USA,2013,Paul Greengrass,Tom Hanks|Chris Mulkey|Michael Chernus,http://www.imdb.com/title/tt1535109/,2013-12-20
Free Birds,Adventure|Animation|Comedy|Family,English,USA,2013,Jimmy Hayward,Amy Poehler|Carlos Ponce|Dan Fogler,http://www.imdb.com/title/tt1621039/,2013-04-04
Anchorman 2: The Legend Continues,Comedy,English,USA,2013,Adam McKay,Harrison Ford|Will Ferrell|Steve Carell,http://www.imdb.com/title/tt1229340/,2013-06-06
Hansel & Gretel: Witch Hunters,Action|Fantasy|Horror,English,Germany,2013,Tommy Wirkola,Jeremy Renner|Derek Mears|Ingrid Bolsø Berdal,http://www.imdb.com/title/tt1428538/,2013-12-16
The Host,Action|Adventure|Romance|Sci-Fi|Thriller,English,USA,2013,Andrew Niccol,J.D. Evermore|Chandler Canterbury|Rachel Roberts,http://www.imdb.com/title/tt1517260/,2013-09-02
Beautiful Creatures,Drama|Fantasy|Romance,English,USA,2013,Richard LaGravenese,Alden Ehrenreich|Zoey Deutch|Pruitt Taylor Vince,http://www.imdb.com/title/tt1559547/,2013-03-07
Prisoners,Crime|Drama|Mystery|Thriller,English,USA,2013,Denis Villeneuve,Hugh Jackman|Jake Gyllenhaal|Dylan Minnette,http://www.imdb.com/title/tt1392214/,2013-09-01
The Heat,Action|Comedy|Crime,English,USA,2013,Paul Feig,Michael Rapaport|William Xifaras|Demián Bichir,http://www.imdb.com/title/tt2404463/,2013-06-24
American Hustle,Crime|Drama,English,USA,2013,David O. Russell,Jennifer Lawrence|Christian Bale|Bradley Cooper,http://www.imdb.com/title/tt1800241/,2013-04-23
Lone Survivor,Action|Biography|Drama|Thriller|War,English,USA,2013,Peter Berg,Jerry Ferrara|Scott Elrod|Dan Bilzerian,http://www.imdb.com/title/tt1091191/,2013-04-08
Escape from Planet Earth,Adventure|Animation|Comedy|Family|Sci-Fi,English,USA,2013,Cal Brunker,Brendan Fraser|Paul Scheer|Jonathan Morgan Heit,http://www.imdb.com/title/tt0765446/,2013-09-16
Snowpiercer,Action|Drama|Sci-Fi|Thriller,English,South Korea,2013,Joon-ho Bong,Chris Evans|Ewen Bremner|Kang-ho Song,http://www.imdb.com/title/tt1706620/,2013-11-01
Grudge Match,Comedy|Sport,English,USA,2013,Peter Segal,Robert De Niro|Sylvester Stallone|Oscar Gale,http://www.imdb.com/title/tt1661382/,2013-01-25
The Grandmaster,Action|Biography|Drama,Mandarin,Hong Kong,2013,Kar-Wai Wong,Tony Chiu Wai Leung|Hye-kyo Song|Elvis Tsui,http://www.imdb.com/title/tt1462900/,2013-01-02
Riddick,Action|Sci-Fi|Thriller,English,USA,2013,David Twohy,Vin Diesel|Nolan Gerard Funk|Bokeem Woodbine,http://www.imdb.com/title/tt1411250/,2013-12-31
Rush,Action|Biography|Drama|Sport,English,UK,2013,Ron Howard,Chris Hemsworth|Olivia Wilde|Alexandra Maria Lara,http://www.imdb.com/title/tt1979320/,2013-08-03
We're the Millers,Comedy|Crime,English,USA,2013,Rawson Marshall Thurber,Laura-Leigh|Molly C. Quinn|Thomas Lennon,http://www.imdb.com/title/tt1723121/,2013-09-30
Identity Thief,Comedy|Crime,English,USA,2013,Seth Gordon,Jon Favreau|Eric Stonestreet|T.I.,http://www.imdb.com/title/tt2024432/,2013-02-17
Saving Mr. Banks,Biography|Comedy|Drama|History|Music,English,USA,2013,John Lee Hancock,Tom Hanks|Ruth Wilson|B.J. Novak,http://www.imdb.com/title/tt2140373/,2013-06-17
Broken City,Crime|Drama|Thriller,English,USA,2013,Allen Hughes,Alona Tal|James Ransone|Michael Beach,http://www.imdb.com/title/tt1235522/,2013-12-13
Parker,Action|Crime|Romance|Thriller,English,USA,2013,Taylor Hackford,Jason Statham|Clifton Collins Jr.|Wendell Pierce,http://www.imdb.com/title/tt1904996/,2013-07-22
Mandela: Long Walk to Freedom,Biography|Drama|History,English,UK,2013,Justin Chadwick,Terry Pheto|Fana Mokoena|Tony Kgoroge,http://www.imdb.com/title/tt2304771/,2013-12-05
Thunder and the House of Magic,Adventure|Animation|Comedy|Family|Fantasy,English,Belgium,2013,Jeremy Degruson,Kyle Hebert|Brianne Brozey|Joe Ochman,http://www.imdb.com/title/tt3148834/,2013-03-30
This Is the End,Comedy|Fantasy,English,USA,2013,Evan Goldberg,Channing Tatum|James Franco|Emma Watson,http://www.imdb.com/title/tt1245492/,2013-03-19
The Big Wedding,Comedy,English,USA,2013,Justin Zackham,Robin Williams|Robert De Niro|Topher Grace,http://www.imdb.com/title/tt1931435/,2013-03-20
The Young and Prodigious T.S. Spivet,Action|Adventure|Drama|Family,English,France,2013,Jean-Pierre Jeunet,Callum Rennie|Julian Richings|Judy Davis,http://www.imdb.com/title/tt1981107/,2013-04-22
The Incredible Burt Wonderstone,Comedy,English,USA,2013,Don Scardino,Steve Buscemi|Olivia Wilde|Steve Carell,http://www.imdb.com/title/tt0790628/,2013-08-31
Lee Daniels' The Butler,Biography|Drama,English,USA,2013,Lee Daniels,Alex Pettyfer|David Oyelowo|Vanessa Redgrave,http://www.imdb.com/title/tt1327773/,2013-12-24
Warm Bodies,Comedy|Horror|Romance,English,USA,2013,Jonathan Levine,Cory Hardrict|Vincent Leclerc|Daniel Rindress-Kay,http://www.imdb.com/title/tt1588173/,2013-05-17
Carrie,Drama|Fantasy|Horror,English,USA,2013,Kimberly Peirce,Chloë Grace Moretz|Judy Greer|Portia Doubleday,http://www.imdb.com/title/tt1939659/,2013-09-24
Side Effects,Crime|Drama|Thriller,English,USA,2013,Steven Soderbergh,Channing Tatum|David Costabile|Katie Lowes,http://www.imdb.com/title/tt2053463/,2013-01-17
The Last Stand,Action|Crime|Thriller,English,USA,2013,Jee-woon Kim,Zach Gilford|James Burnett|Christiana Leucas,http://www.imdb.com/title/tt1549920/,2013-05-12
Runner Runner,Crime|Thriller,English,USA,2013,Brad Furman,Justin Timberlake|John Heard|David Costabile,http://www.imdb.com/title/tt2364841/,2013-01-15
Dead Man Down,Action|Crime|Drama|Thriller,English,USA,2013,Niels Arden Oplev,Dominic Cooper|Isabelle Huppert|James Biberi,http://www.imdb.com/title/tt2101341/,2013-06-05
Harlock: Space Pirate,Adventure|Animation|Sci-Fi,Japanese,Japan,2013,Shinji Aramaki,Shun Oguri|Yû Aoi|Haruma Miura,http://www.imdb.com/title/tt2668134/,2013-12-06
Last Vegas,Comedy|Romance,English,USA,2013,Jon Turteltaub,Robert De Niro|Morgan Freeman|Romany Malco,http://www.imdb.com/title/tt1204975/,2013-11-26
Safe Haven,Drama|Romance|Thriller,English,USA,2013,Lasse Hallström,David Lyons|Noah Lomax|Mimi Kirkland,http://www.imdb.com/title/tt1702439/,2013-12-08
Kick-Ass 2,Action|Comedy|Crime,English,USA,2013,Jeff Wadlow,Chloë Grace Moretz|Donald Faison|Augustus Prew,http://www.imdb.com/title/tt1650554/,2013-12-12
Pain & Gain,Comedy|Crime|Drama,English,USA,2013,Michael Bay,Dwayne Johnson|Larry Hankin|Michael Rispoli,http://www.imdb.com/title/tt1980209/,2013-11-25
The Fifth Estate,Biography|Drama|Thriller,English,USA,2013,Bill Condon,Benedict Cumberbatch|Peter Capaldi|Jamie Blackley,http://www.imdb.com/title/tt1837703/,2013-04-18
A Madea Christmas,Comedy|Drama,English,USA,2013,Tyler Perry,Alicia Witt|Tika Sumpter|Larry the Cable Guy,http://www.imdb.com/title/tt2609758/,2013-04-17
Blood Ties,Crime|Drama|Thriller,English,France,2013,Guillaume Canet,Mila Kunis|Lili Taylor|Billy Crudup,http://www.imdb.com/title/tt1747958/,2013-08-08
August: Osage County,Drama,English,USA,2013,John Wells,Benedict Cumberbatch|Meryl Streep|Julia Roberts,http://www.imdb.com/title/tt1322269/,2013-03-31
The Best Offer,Crime|Drama|Mystery|Romance,English,Italy,2013,Giuseppe Tornatore,Jim Sturgess|Sean Buchanan|Liya Kebede,http://www.imdb.com/title/tt1924396/,2013-06-03
The Counselor,Crime|Drama|Thriller,English,USA,2013,Ridley Scott,Michael Fassbender|Brad Pitt|Goran Visnjic,http://www.imdb.com/title/tt2193215/,2013-04-16
Her,Drama|Romance|Sci-Fi,English,USA,2013,Spike Jonze,Scarlett Johansson|Brian Johnson|Matt Letscher,http://www.imdb.com/title/tt1798709/,2013-01-16
The Adventurer: The Curse of the Midas Box,Adventure|Family|Fantasy,English,UK,2013,Jonathan Newman,Ioan Gruffudd|Keeley Hawes|Oliver Stark,http://www.imdb.com/title/tt1376213/,2013-09-07
Delivery Man,Comedy|Drama,English,USA,2013,Ken Scott,Jack Reynor|Bobby Moynihan|Matthew Daddario,http://www.imdb.com/title/tt2387559/,2013-04-15
Homefront,Action|Crime|Drama|Thriller,English,USA,2013,Gary Fleder,Jason Statham|James Franco|Frank Grillo,http://www.imdb.com/title/tt2312718/,2013-02-17
Out of the Furnace,Crime|Drama|Thriller,English,USA,2013,Scott Cooper,Christian Bale|Sam Shepard|Dendrie Taylor,http://www.imdb.com/title/tt1206543/,2013-04-14
Underdogs,Adventure|Animation|Family|Sport,Spanish,Spain,2013,Juan José Campanella,Pablo Rago|Diego Ramos|Gabriel Almirón,http://www.imdb.com/title/tt1634003/,2013-12-23
The Conjuring,Horror|Mystery|Thriller,English,USA,2013,James Wan,Mackenzie Foy|Lili Taylor|Hayley McFarland,http://www.imdb.com/title/tt1457767/,2013-02-22
12 Years a Slave,Biography|Drama|History,English,USA,2013,Steve McQueen,Quvenzhané Wallis|Scoot McNairy|Taran Killam,http://www.imdb.com/title/tt2024544/,2013-02-18
Texas Chainsaw 3D,Horror|Thriller,English,USA,2013,John Luessenhop,Gunnar Hansen|Keram Malicki-Sánchez|Shaun Sipos,http://www.imdb.com/title/tt1572315/,2013-03-29
Scary Movie 5,Comedy,English,USA,2013,Malcolm D. Lee,Marisa Saks|Snoop Dogg|Molly Shannon,http://www.imdb.com/title/tt0795461/,2013-12-10
The World's End,Action|Comedy|Sci-Fi,English,UK,2013,Edgar Wright,Michael Smiley|Thomas Law|Jasper Levine,http://www.imdb.com/title/tt1213663/,2013-01-03
Battle of the Year,Drama|Music,English,USA,2013,Benson Lee,Chris Brown|Caity Lotz|Laz Alonso,http://www.imdb.com/title/tt1532958/,2013-06-21
Machete Kills,Action|Comedy|Crime|Thriller,English,Russia,2013,Robert Rodriguez,Alexa PenaVega|Demián Bichir|Marko Zaror,http://www.imdb.com/title/tt2002718/,2013-11-01
The Frozen Ground,Crime|Drama|Mystery|Thriller,English,USA,2013,Scott Walker,Nicolas Cage|Radha Mitchell|Jodi Lyn O'Keefe,http://www.imdb.com/title/tt2005374/,2013-06-28
Firestorm,Action|Crime|Thriller,Mandarin,China,2013,Alan Yuen,Andy Lau|Michael Wong|Terence Yin,http://www.imdb.com/title/tt3341072/,2013-08-13
The Book Thief,Drama|War,English,USA,2013,Brian Percival,Emily Watson|Sophie Nélisse|Roger Allam,http://www.imdb.com/title/tt0816442/,2013-08-06
Out of Inferno,Action,Chinese,China,2013,Danny Pang,Louis Koo|Angelica Lee|Ching Wan Lau,http://www.imdb.com/title/tt2957680/,2013-08-24
Blue Jasmine,Drama,English,USA,2013,Woody Allen,Sally Hawkins|Charlie Tahan|Andrew Dice Clay,http://www.imdb.com/title/tt2334873/,2013-11-05
Getaway,Action|Crime|Thriller,English,USA,2013,Courtney Solomon,Rebecca Budig|Paul Freeman|Bruce Payne,http://www.imdb.com/title/tt2167202/,2013-10-05
Labor Day,Drama,English,USA,2013,Jason Reitman,J.K. Simmons|Kate Winslet|Brooke Smith,http://www.imdb.com/title/tt1967545/,2013-01-09
The Railway Man,Biography|Drama|Romance|War,English,Australia,2013,Jonathan Teplitzky,Jeremy Irvine|Colin Firth|Sam Reid,http://www.imdb.com/title/tt2058107/,2013-08-01
